,中国:36大中城市日用工业消费品平均价格:空调机(1.5匹冷暖),中国:36大中城市日用工业消费品平均价格:冰箱(210-250立升),中国:36大中城市日用工业消费品平均价格:洗衣机(波轮式,中国:36大中城市日用工业消费品平均价格:彩电(液晶42寸),中国:36大中城市日用工业消费品平均价格:洗衣机(滚筒式,中国:36大中城市日用工业消费品平均价格:燃气灶具(嵌入式燃气灶),中国:限额以上企业商品零售额:家用电器和音像器材类:当月同比,中国:产量:空调:当月值,中国:产量:空调:当月同比,中国:产量:家用电冰箱:当月值,中国:产量:家用电冰箱:当月同比,中国:产量:家用洗衣机:当月值,中国:产量:家用洗衣机:当月同比,中国:产量:彩电:当月值,中国:产量:彩电:当月同比,大家电:冰箱:库存:当月值,大家电:冰箱:总计:出货量:当月值,大家电:冰箱:推总:零售量:当月值,大家电:冰箱:推总:零售量同比:当月值,大家电:冰箱:推总:零售额:当月值,大家电:冰箱:推总:零售额同比:当月值,大家电:空调:库存:当月值,大家电:空调:总计:出货量:当月值,大家电:空调:总计:出货量同比:当月值,大家电:空调:推总:零售量:当月值,大家电:空调:推总:零售量同比:当月值,白电推总:零售量同比增速:当月同比,白电推总:零售额同比增速:当月同比,中国:产量:新能源汽车:累计同比,中国:产量:新能源汽车:当月同比,中国:产量:新能源汽车:当月值,中国:产量:新能源汽车:当月同比.1,中国:产量:汽车:累计同比,中国:产量:汽车:当月值,中国:产量:汽车:当月同比,中国:销量:新能源汽车:当月值,中国:销量:汽车:当月值,中国:销量:乘用车:当月值,中国:销量:新能源乘用车:当月值,中国:出口金额:人民币:汽车(包括底盘):累计同比,中国:规模以上工业增加值:汽车制造业:当月同比,中国:出口金额:人民币:汽车(包括底盘):当月同比,中国:出口金额:人民币:汽车(包括底盘):当月值,中国:规模以上工业增加值:汽车制造业:累计同比,中国:PPI:汽车制造业:当月同比,中国:库存量:汽车,中国:库存系数:汽车经销商,中国:限额以上企业商品零售额:汽车类:累计同比,中国:限额以上企业商品零售额:汽车类:当月同比,中国:限额以上企业商品零售额:汽车类:当月值,中国:产成品存货:汽车制造,库存系数:汽车经销商:当月值
2013-01-31,3563.0,3115.0,1417.0,4190.0,2671.0,1722.0,,,,736.0,15.7,594.9,49.0,,,350.7,530.5,,,,,757.68,897.6,29.2,,,,,,,,,47.5,205.5,51.18,,2034488.0,1725525.0,,,,,,,,68.98,1.1,,,,,1.1
2013-02-28,3579.0,3108.0,1418.0,4215.0,2684.0,1736.0,16.7,769.0,-33.04,515.9,-2.2,374.7,-26.2,,,258.56,542.1,,,,,708.37,713.2,-16.6,,,,,,,,,12.4,144.5,-16.25,,1354619.0,1111892.0,,,,,,11.2,,66.62,2.01,6.9,6.9,,17501900.4,2.01
2013-03-31,3583.0,3128.0,1426.0,4252.0,2728.0,1743.0,16.6,1605.7,24.3,898.8,13.8,653.1,14.5,1119.3,3.1,247.96,760.2,,,,,652.57,1311.6,6.3,,,,,,,,,13.5,229.0,10.88,,2035171.0,1585451.0,,,10.2,,,10.8,,72.1,1.63,6.4,5.5,2188.7,18159094.1,1.63
2013-04-30,,,,,,,15.3,1592.1,3.8,964.5,12.6,584.1,5.6,1173.2,1.4,252.58,773.4,,,,,668.47,1304.6,9.3,,,,,,,,,15.4,203.2,15.29,,1841975.0,1441400.0,,,12.9,,,11.4,,78.04,1.68,8.1,13.0,2184.4,18384255.9,1.68
2013-05-31,,,,,,,21.5,1532.6167,-13.5717,981.7281,28.5175,567.1465,3.4462,995.549,5.4252,262.72,765.9,,,,,640.92,1248.7,0.0,,,,,,,,,15.3469,192.6895,13.52,,1761758.0,1397111.0,,,13.3,,,11.9,,80.12,1.58,8.4,9.7,2332.9,18663669.2,1.58
2013-06-30,3562.0,3213.0,1481.0,4171.0,2758.0,1730.0,11.7,1316.2599,15.9165,920.4991,6.1183,559.0605,15.2156,974.57,4.0814,234.7,737.5,,,,,563.22,1043.9,0.2,,,,,,,,,15.1113,185.112,9.33,,1754119.0,1403516.0,,,10.6,,,11.7,,74.18,1.53,8.8,11.4,2408.3,18239448.3,1.53
2013-07-31,,,,,,,7.5,1191.1378,26.6603,872.1956,3.4248,531.0863,4.0862,969.7669,-9.9799,222.18,717.5,,,,,634.97,901.6,8.3,,,,,,,,,15.1549,170.7946,10.18,,1516619.0,1237625.0,,,14.1,,,12.0,,81.28,1.46,9.0,9.1,2250.9,18627846.8,1.46
2013-08-31,3545.0,3181.0,1503.0,4131.0,2716.0,1714.0,12.8,1018.3811,24.5941,793.1137,3.3513,629.4567,15.2296,1278.2087,2.332,233.73,694.4,,,,,520.46,818.8,16.3,,,,,,,,,15.1087,179.5011,11.7,,1648902.0,1353235.0,,,13.9,,,12.2,-0.7,83.88,1.35,8.7,7.0,2306.5,18933059.8,1.35
2013-09-30,,,,,,,14.2,1121.7461,9.1915,783.6761,9.457,697.2233,8.7613,1511.7616,-4.5437,267.58,613.1,,,,,490.31,816.6,16.0,,,,,,,,,15.3239,207.1361,15.96,,1935820.0,1593512.0,,,17.7,,,12.9,-0.7,83.02,1.19,9.3,13.2,2567.4,18815069.4,1.19
2013-10-31,3560.0,3192.0,1514.0,4125.0,2753.0,1721.0,12.5,1066.3751,11.8311,698.7611,13.1244,633.9615,3.0322,1303.5711,-12.9553,266.13,500.0,,,,,538.68,645.1,8.3,,,,,,,,,17.23,208.3368,20.74,,1932684.0,1605748.0,,,18.2,,,13.5,-1.0,81.23,1.29,9.8,14.2,2497.9,18680094.7,1.29
2013-11-30,3555.0,3188.0,1513.0,4113.0,2736.0,1748.0,19.6,1069.3486,6.8217,733.8518,12.758,708.0937,9.4824,1427.3697,-3.3159,266.96,511.2,,,,,669.96,636.2,5.0,,,,,,,,,18.1112,228.3711,21.17,,2043892.0,1696278.0,,,20.3,,,14.3,-1.0,89.98,1.38,10.0,11.6,2695.5,19326815.2,1.38
2013-12-31,3545.0,3182.0,1524.0,4053.0,2730.0,1751.0,10.9,1302.6419,13.062,735.6352,-1.3571,680.3182,9.413,1490.9646,0.6584,280.33,531.6,,,,,789.34,774.1,10.4,,,,,,,,,18.4041,229.9736,19.78,,2134182.0,1776937.0,,,20.8,,,14.9,-1.0,90.23,1.0,10.4,13.4,3295.7,19808596.8,1.0
2014-01-31,3497.0,3172.0,1498.0,4082.0,2755.0,1767.0,,,,,,,,,,276.85,543.6,,,,,845.17,854.0,-4.9,,,,,,,,,,,4.44,,2156355.0,1846846.0,,,,,,,-1.0,,0.97,,,,,0.97
2014-02-28,3505.0,3179.0,1499.0,4108.0,2776.0,1772.0,7.2695,,,,,,,,,254.35,503.2,,,,,826.01,841.2,17.9,,,,,,,,,12.5252,,21.53,,1596414.0,1312197.0,,,,,,15.5,-0.8,83.31,2.33,11.47,11.47,,19634342.7,2.33
2014-03-31,3583.0,3128.0,1426.0,4252.0,2728.0,1743.0,13.0,1749.2,12.2,902.0,1.3,629.8,-3.0,1330.0,19.9,268.47,778.0,,,,,719.63,1466.0,11.8,,,,,,,,,10.8,236.3,5.59,,2169085.0,1710067.0,,,11.7,,,14.0,-0.7,86.11,1.38,12.3,14.0,2669.3,20585304.3,1.38
2014-04-30,3479.0,3162.0,1489.0,4080.0,2787.0,1796.0,2.9,1685.5127,8.9591,950.9,-0.9,595.0863,1.1357,1353.8113,15.7337,270.46,774.3,,,,,704.56,1335.1,2.3,,,,,,,,,8.3572,220.5548,8.84,,2004253.0,1609035.0,,,11.5,,,13.3,-0.6326,91.92,1.52,12.3,12.3,2619.4,20845683.5,1.52
2014-05-31,3469.0,3156.0,1496.0,4050.0,2755.0,1787.0,6.6,1690.56,15.9858,944.3,-3.4,534.3468,-7.4634,1214.9745,18.6856,257.47,762.7,,,,,716.89,1255.4,0.5,,,,,,,,,10.7851,212.3403,10.97,,1911203.0,1590354.0,,,13.4,,,13.3,-0.5029,98.63,1.53,11.3,7.6,2602.5,21224230.5,1.53
2014-06-30,3470.0,3165.0,1489.0,3979.0,2758.0,1798.0,10.7,1587.7837,23.1819,944.8,2.8,559.5572,-2.2634,1085.6942,7.4347,239.53,749.8,,,,,719.53,1147.3,9.9,,,,,,,,,10.9014,203.3922,10.83,,1845847.0,1564117.0,,,13.6,,,13.4,-0.5,99.58,1.69,10.5,6.9,2769.4,21101239.7,1.69
2014-07-31,3426.0,3141.0,1481.0,3918.0,2741.0,1793.0,12.6,1231.5327,7.3921,832.2272,-5.2169,581.7094,6.1435,1165.6296,14.2126,207.95,721.6,,,,,732.18,918.6,1.9,,,,,,,,,10.8474,185.4787,8.64,,1618144.0,1357948.0,,,12.8,,,13.4,-0.4,109.94,1.62,10.1,8.1,2610.2,22285821.7,1.62
2014-08-31,3429.0,3134.0,1473.0,3933.0,2746.0,1789.0,9.7,1113.7925,12.5068,761.1,-4.0,594.015,-7.5384,1387.9287,3.0004,213.52,666.4,,,,,684.94,855.9,4.5,,,,,,,,,9.925,184.5352,2.22,,1715563.0,1468166.0,,,8.5,,,12.8,-0.4,110.27,1.56,9.5,5.3,2526.9,22742488.7,1.56
2014-09-30,3427.0,3127.0,1469.0,3907.0,2781.0,1804.0,8.5,1163.632,7.8242,746.0,-4.8,641.0797,-10.2861,1704.031,7.0186,218.69,588.8,,,,,662.61,815.9,-0.1,,,,,,,,,9.2957,214.9914,4.18,,1983589.0,1696001.0,,0.7,10.7,,60.9281,12.5,-0.4,113.44,1.42,9.1,6.7,2918.7,23249155.8,1.42
2014-10-31,3433.0,3114.0,1465.0,3876.0,2772.0,1828.0,6.5,1101.2767,8.2923,707.0,0.2,623.0159,-3.6253,1298.8349,-5.5461,218.68,497.1,,,,,692.08,689.6,6.9,,,,,,,,,9.0,219.3,6.69,,1987178.0,1708861.0,,1.2,12.6,,59.2044,12.5,-0.4,119.09,1.48,8.6,4.5,2820.5,23802623.8,1.48
2014-11-30,3450.0,3108.0,1457.0,3863.0,2785.0,1834.0,11.3,1142.25,8.2328,693.5,-6.8,676.6254,-6.429,1394.2979,-6.4794,225.87,485.8,,,,,837.75,671.3,5.5,,,,,,,,,8.4,232.7,1.24,,2090883.0,1775320.0,,-0.4,9.0,,62.2256,12.1,-0.4,126.01,1.83,7.9,2.0,2834.7,24405063.7,1.83
2014-12-31,3424.0,3109.0,1450.0,3828.0,2765.0,1832.0,12.6,1280.4,0.1,703.0,-6.3,724.0,3.9,1444.5,-6.7,228.44,523.4,,,,,923.53,813.8,5.1,,,,,,,,,7.1,225.3,7.05,21819.0,2410089.0,2061044.0,,3.6,8.5,,95.2286,11.8,-0.4,114.69,1.53,7.7,6.1,3745.7,23356943.0,1.53
2015-01-31,3374.0,3112.0,1436.0,3818.0,2759.0,1828.0,,,,,,,,,,266.4,530.0,,,,,905.88,892.1,4.5,,,-24.23,-19.42,,,,,,,11.47,6395.0,2319611.0,2038003.0,4000.0,-14.7,,,61.6812,,-0.5,111.72,1.2,,,,,1.2
2015-02-28,3369.0,3133.0,1435.0,3832.0,2780.0,1822.0,12.3696,900.3,-14.1,532.7,-4.8,395.2,-0.6,714.9,-8.2,250.78,473.6,,,,,787.18,743.1,-11.7,,,23.41,14.69,,,,,4.6,176.6,-0.38,6045.0,1593301.0,1396733.0,4000.0,14.6,,,57.6435,8.4,-0.5,114.09,1.89,10.8088,10.8088,,23541064.1,1.89
2015-03-31,3440.0,3137.0,1436.0,3803.0,2798.0,1832.0,16.2,1720.7785,2.9048,810.5,-9.0,666.9397,6.5556,1293.175,-2.3681,291.1,744.0,,,,,750.91,1500.0,2.3,,,10.27,4.4,,,,,4.7,245.1,3.72,14122.0,2240556.0,1870357.0,11000.0,2.7,6.3,,48.3814,7.6,-0.6,121.74,1.77,6.5464,-1.3,2683.9719,24957335.7,1.77
2015-04-30,3447.0,3110.0,1413.0,3764.0,2787.0,1837.0,9.5,1798.1157,11.325,949.9,0.5,616.2199,2.8135,1401.0327,0.6095,317.99,734.2,,,,,738.48,1397.1,4.6,,,0.23,-3.44,,,,,3.2,209.6,0.59,10000.0,1994507.0,1668824.0,8000.0,-0.2,5.0,,60.9414,6.9,-0.8,130.4,1.67,5.2718,1.6,2732.4965,25222383.1,1.67
2015-05-31,,,,,,,5.1,1676.8403,0.504,956.8,3.0,531.4195,-0.9931,1179.9548,-2.7197,287.57,735.6,,,,,729.08,1203.8,-4.1,,,-19.23,-24.61,,,,,2.2,198.4,-0.58,14000.0,1903774.0,1609274.0,10000.0,-1.4,4.4,,63.3879,6.4,-1.1,136.75,1.7,4.6081,2.1,2813.3755,25533662.7,1.7
2015-06-30,3477.0,3100.0,1423.0,3734.0,2789.0,1856.0,10.2,1660.3094,6.202,948.1,2.6,585.277,3.0613,1211.6151,15.3388,284.88,709.7,,,,,702.62,1049.9,-8.5,,,9.63,4.28,,,,,2.0,194.9,-0.22,21055.0,1803090.0,1511439.0,16000.0,-0.9,7.9,,58.9357,6.7,-0.9,141.59,1.68,4.6382,4.8,2959.6687,25988139.4,1.68
2015-07-31,3481.0,3079.0,1413.0,3722.0,2789.0,1879.0,8.0,1213.6,-0.4,776.8,-5.7,558.2,-5.8,1210.4,6.2,243.94,670.8,,,,,708.73,796.2,-13.3,,,-9.53,-13.77,,,,,0.2,156.2,-11.76,16884.0,1503017.0,1268597.0,11000.0,-4.3,-0.5,,63.0315,5.8,-1.1,143.54,1.65,4.3288,2.5,2720.6001,25629263.1,1.65
2015-08-31,3481.0,3067.0,1398.0,3696.0,2776.0,1883.0,14.0,1053.0574,-5.1556,719.1,-3.6,611.1357,0.9348,1537.0932,13.0207,208.93,608.7,,,,,654.37,727.7,-15.0,,,8.99,7.32,,,,,-0.5,162.8,-8.44,18054.0,1664489.0,1418462.0,12000.0,-5.8,0.2,,54.9987,5.2,-1.2,131.01,1.52,4.4349,5.2,2758.4644,25589973.2,1.52
2015-09-30,3476.0,3056.0,1392.0,3694.0,2771.0,1877.0,11.3,1072.4357,-7.8966,693.8,-4.5,741.3019,13.0711,1792.0114,8.148,215.53,565.4,,,,,638.08,658.9,-19.2,,,2.68,-0.28,,,,,-0.9,195.1,-5.64,28092.0,2024788.0,1751215.0,19000.0,-4.4,2.7,,65.1462,4.9,-1.0,118.46,1.56,4.2,2.7,3076.3,25052142.8,1.56
2015-10-31,3445.0,3048.0,1391.0,3655.0,2770.0,1873.0,7.1,1005.3319,-8.5593,630.5,-8.6,612.4508,-4.6858,1430.6566,12.5061,205.31,500.4,,,,,641.69,517.6,-24.9,,,-18.55,-22.24,,,,,-0.3525,219.7053,7.06,34316.0,2221565.0,1936875.0,21000.0,-5.8,7.3,,47.4912,5.2,-1.1,115.15,1.29,4.523,7.1,3117.4521,25271403.8,1.29
2015-11-30,3445.0,3049.0,1390.0,3631.0,2757.0,1882.0,18.0,1072.2,-6.0,660.8,-2.5,637.4,-6.9,1564.8,13.7,214.05,488.0,,,,,656.22,570.6,-15.0,,,18.35,16.18,,,,,1.4,255.1,17.74,75892.0,2508764.0,2196773.0,30000.0,-6.3,13.0,,54.9912,6.1,-1.1,118.73,1.4,4.9713,8.96,3368.0741,25764000.0,1.4
2015-12-31,3430.0,3034.0,1382.0,3610.0,2753.0,1875.0,13.5,1286.6,1.0,653.1,-6.1,662.8,-9.4,1666.5,16.9,226.35,536.6,,,,,761.61,598.4,-26.5,,,5.44,1.39,,,,,2.7,263.2,15.93,84055.0,2785513.0,2442126.0,44000.0,-9.6,12.0,,64.1061,6.7,-1.2,105.79,1.02,5.3,8.1,4164.6,24211000.0,1.02
2016-01-31,3415.0,2969.0,1388.0,3549.0,2759.0,1879.0,,,,,,,,,,282.48,537.9,,,,,765.93,849.3,-4.8,,,14.65,9.44,,,,,,,7.14,22000.0,2500570.0,2228705.0,14000.0,-34.5,,,40.4517,,-1.1,101.2,0.99,,,,,0.99
2016-02-29,3415.0,2997.0,1390.0,3534.0,2760.0,1886.0,7.9,,,,,,,,,246.07,444.9,,,,,788.71,597.9,-19.5,,,-16.03,-23.91,75.9,,,,5.3,,-1.31,14000.0,1580919.0,1376681.0,10000.0,-30.2,,,42.9553,8.1,-1.2,105.0,1.99,5.4,5.4,,23621000.0,1.99
2016-03-31,3425.0,3011.0,1381.0,3526.0,2762.0,1896.0,6.0,1639.1,-2.0,867.1,11.5,727.0,8.6,1579.0,25.2,276.88,765.0,,,,,676.62,1188.5,-20.8,,,-14.04,-14.81,80.7,78.3,4.1,78.3,6.5,255.4,10.26,22936.0,2439744.0,2055706.0,16000.0,-19.3,11.4,,52.1203,9.5,-1.2,113.2,1.55,7.7,12.3,3076.1,24970000.0,1.55
2016-04-30,3419.0,3019.0,1379.0,3506.0,2764.0,1900.0,9.1,1582.9,-7.0,873.3,-9.0,607.1,-2.4,1423.4,1.8,273.21,728.0,,,,,804.22,1105.8,-20.8,,,-4.11,-2.8,92.5,135.0,4.7,135.0,5.5,220.2,4.25,31772.0,2122428.0,1779130.0,21000.0,-16.3,12.1,,55.6023,10.2,-1.2,118.4,1.54,7.0,5.1,2898.9,25437000.0,1.54
2016-05-31,3407.0,3018.0,1372.0,3494.0,2757.0,1903.0,0.7,1432.3,-15.1,855.2,-11.6,585.4,9.1,1272.3,10.3,241.74,698.2,,,,,815.2,1054.2,-12.4,,,-17.25,-18.64,88.8,92.9,5.4,92.9,5.6,208.7,5.01,35000.0,2091672.0,1793035.0,26000.0,-14.5,11.2,,58.4694,10.4,-1.2,116.4,1.38,7.3,8.6,3115.0,25434000.0,1.38
2016-06-30,3409.0,3013.0,1367.0,3481.0,2752.0,1900.0,12.3,1656.9,0.1,901.7,-2.4,639.4,9.1,1349.8,15.1,213.38,693.2,,,,,764.8,1000.0,-4.8,,,10.57,12.31,88.7,88.6,6.6,88.6,6.0,211.3,10.45,44000.0,2070667.0,1784053.0,34000.0,-12.0,11.4,,59.5686,10.5,-1.3,113.8,1.55,7.7,9.5,3308.7,25263000.0,1.55
2016-07-31,3400.0,3001.0,1362.0,3467.0,2740.0,1911.0,11.5,1326.5,10.1,794.9,7.3,584.0,4.5,1294.0,8.5,266.0,656.5,,,,,545.28,916.5,15.1,,,21.51,21.99,94.6,61.8,5.5,61.8,8.1,197.8,28.9,36000.0,1851917.0,1604530.0,30000.0,-10.2,22.9,,62.6143,12.3,-1.1,124.6,1.39,7.9,9.2,3030.9,26377000.0,1.39
2016-08-31,3414.0,2978.0,1363.0,3459.0,2727.0,1920.0,7.1,1206.1,15.7,754.3,9.0,627.6,2.7,1585.7,4.2,236.37,618.0,,,,,524.92,923.9,27.0,,,2.2,5.17,84.0,63.2,6.2,63.2,10.0,204.0,26.6,38000.0,2071043.0,1795512.0,30000.0,-6.3,21.4,,67.8735,13.4,-1.0,117.3,1.2,8.6,13.1,3196.8,26427000.0,1.2
2016-09-30,3419.0,2980.0,1353.0,3458.0,2726.0,1923.0,8.6,1235.1,18.7,804.5,16.4,670.6,-9.3,1703.0,-3.9,258.6,585.6,,,,,562.36,857.5,30.1,,,7.74,7.46,83.7,66.7,6.5,66.7,12.3,257.6,32.82,44000.0,2564098.0,2268338.0,31000.0,-5.9,22.5,,64.0191,14.6,-1.1,115.2,1.13,9.1,13.1,3558.0,26698000.0,1.13
2016-10-31,3420.0,2996.0,1350.0,3442.0,2737.0,1907.0,7.6,1161.3,19.2,742.9,27.0,633.6,3.4,1561.7,9.0,288.53,532.4,,,,,653.72,719.1,38.9,,,5.28,8.26,101.7,44.4,3.9,44.4,12.7,240.9,17.63,44000.0,2649880.0,2344128.0,32000.0,-3.1,17.9,,61.8691,15.0,-1.0,109.0,1.32,9.1,8.7,3453.3,26822000.0,1.32
2016-11-30,3410.0,2973.0,1362.0,3429.0,2753.0,1901.0,14.7,1195.0,14.6,769.7,24.3,761.8,19.4,1642.7,4.4,315.5,571.3,,,,,759.17,776.3,36.1,,,23.38,24.46,64.7,11.1,5.0,11.1,13.3,300.0,17.75,65000.0,2938653.0,2590157.0,46000.0,0.8,19.5,,78.0065,15.5,-0.9,116.5,1.3,9.5,13.1,3886.2,27955000.0,1.3
2016-12-31,3409.0,2919.0,1395.0,3401.0,2800.0,1903.0,9.5,1462.2,13.0,711.5,7.2,717.5,8.5,1751.2515,5.7,317.4,585.3,,,,,975.59,852.5,42.5,,,14.15,15.62,58.5,24.5,6.6,24.5,13.1,298.2043,15.04,105000.0,3057340.0,2672264.0,47000.0,1.8,16.2,,72.3926,15.5,-0.8,120.3,0.82,10.1,14.4,4872.7,29403000.0,0.82
2017-01-31,3461.0,3013.0,1493.0,3464.0,2871.0,2040.0,,,,,,,,,,423.89,543.4,,,,,983.28,991.9,16.8,,,-1.05,-4.13,,,,,,,-3.86,5682.0,2519528.0,2218215.0,4608.0,67.9,,,67.4587,,-0.6,100.5,1.6,,,,,1.6
