,LH.DCE_open,LH.DCE_high,LH.DCE_low,LH.DCE_close,LH.DCE_volume
2020-03-27,,,,,
2020-03-30,,,,,
2020-03-31,,,,,
2020-04-01,,,,,
2020-04-02,,,,,
2020-04-03,,,,,
2020-04-07,,,,,
2020-04-08,,,,,
2020-04-09,,,,,
2020-04-10,,,,,
2020-04-13,,,,,
2020-04-14,,,,,
2020-04-15,,,,,
2020-04-16,,,,,
2020-04-17,,,,,
2020-04-20,,,,,
2020-04-21,,,,,
2020-04-22,,,,,
2020-04-23,,,,,
2020-04-24,,,,,
2020-04-27,,,,,
2020-04-28,,,,,
2020-04-29,,,,,
2020-04-30,,,,,
2020-05-06,,,,,
2020-05-07,,,,,
2020-05-08,,,,,
2020-05-11,,,,,
2020-05-12,,,,,
2020-05-13,,,,,
2020-05-14,,,,,
2020-05-15,,,,,
2020-05-18,,,,,
2020-05-19,,,,,
2020-05-20,,,,,
2020-05-21,,,,,
2020-05-22,,,,,
2020-05-25,,,,,
2020-05-26,,,,,
2020-05-27,,,,,
2020-05-28,,,,,
2020-05-29,,,,,
2020-06-01,,,,,
2020-06-02,,,,,
2020-06-03,,,,,
2020-06-04,,,,,
2020-06-05,,,,,
2020-06-08,,,,,
2020-06-09,,,,,
2020-06-10,,,,,
2020-06-11,,,,,
2020-06-12,,,,,
2020-06-15,,,,,
2020-06-16,,,,,
2020-06-17,,,,,
2020-06-18,,,,,
2020-06-19,,,,,
2020-06-22,,,,,
2020-06-23,,,,,
2020-06-24,,,,,
2020-06-29,,,,,
2020-06-30,,,,,
2020-07-01,,,,,
2020-07-02,,,,,
2020-07-03,,,,,
2020-07-06,,,,,
2020-07-07,,,,,
2020-07-08,,,,,
2020-07-09,,,,,
2020-07-10,,,,,
2020-07-13,,,,,
2020-07-14,,,,,
2020-07-15,,,,,
2020-07-16,,,,,
2020-07-17,,,,,
2020-07-20,,,,,
2020-07-21,,,,,
2020-07-22,,,,,
2020-07-23,,,,,
2020-07-24,,,,,
2020-07-27,,,,,
2020-07-28,,,,,
2020-07-29,,,,,
2020-07-30,,,,,
2020-07-31,,,,,
2020-08-03,,,,,
2020-08-04,,,,,
2020-08-05,,,,,
2020-08-06,,,,,
2020-08-07,,,,,
2020-08-10,,,,,
2020-08-11,,,,,
2020-08-12,,,,,
2020-08-13,,,,,
2020-08-14,,,,,
2020-08-17,,,,,
2020-08-18,,,,,
2020-08-19,,,,,
2020-08-20,,,,,
2020-08-21,,,,,
2020-08-24,,,,,
2020-08-25,,,,,
2020-08-26,,,,,
2020-08-27,,,,,
2020-08-28,,,,,
2020-08-31,,,,,
2020-09-01,,,,,
2020-09-02,,,,,
2020-09-03,,,,,
2020-09-04,,,,,
2020-09-07,,,,,
2020-09-08,,,,,
2020-09-09,,,,,
2020-09-10,,,,,
2020-09-11,,,,,
2020-09-14,,,,,
2020-09-15,,,,,
2020-09-16,,,,,
2020-09-17,,,,,
2020-09-18,,,,,
2020-09-21,,,,,
2020-09-22,,,,,
2020-09-23,,,,,
2020-09-24,,,,,
2020-09-25,,,,,
2020-09-28,,,,,
2020-09-29,,,,,
2020-09-30,,,,,
2020-10-09,,,,,
2020-10-12,,,,,
2020-10-13,,,,,
2020-10-14,,,,,
2020-10-15,,,,,
2020-10-16,,,,,
2020-10-19,,,,,
2020-10-20,,,,,
2020-10-21,,,,,
2020-10-22,,,,,
2020-10-23,,,,,
2020-10-26,,,,,
2020-10-27,,,,,
2020-10-28,,,,,
2020-10-29,,,,,
2020-10-30,,,,,
2020-11-02,,,,,
2020-11-03,,,,,
2020-11-04,,,,,
2020-11-05,,,,,
2020-11-06,,,,,
2020-11-09,,,,,
2020-11-10,,,,,
2020-11-11,,,,,
2020-11-12,,,,,
2020-11-13,,,,,
2020-11-16,,,,,
2020-11-17,,,,,
2020-11-18,,,,,
2020-11-19,,,,,
2020-11-20,,,,,
2020-11-23,,,,,
2020-11-24,,,,,
2020-11-25,,,,,
2020-11-26,,,,,
2020-11-27,,,,,
2020-11-30,,,,,
2020-12-01,,,,,
2020-12-02,,,,,
2020-12-03,,,,,
2020-12-04,,,,,
2020-12-07,,,,,
2020-12-08,,,,,
2020-12-09,,,,,
2020-12-10,,,,,
2020-12-11,,,,,
2020-12-14,,,,,
2020-12-15,,,,,
2020-12-16,,,,,
2020-12-17,,,,,
2020-12-18,,,,,
2020-12-21,,,,,
2020-12-22,,,,,
2020-12-23,,,,,
2020-12-24,,,,,
2020-12-25,,,,,
2020-12-28,,,,,
2020-12-29,,,,,
2020-12-30,,,,,
2020-12-31,,,,,
2021-01-04,,,,,
2021-01-05,,,,,
2021-01-06,,,,,
2021-01-07,,,,,
2021-01-08,29500.0,30680.0,26385.0,26810.0,91056.0
2021-01-11,26225.0,26720.0,26030.0,26030.0,23026.0
2021-01-12,25760.0,26210.0,25205.0,25560.0,39402.0
2021-01-13,25830.0,26350.0,25715.0,25870.0,16470.0
2021-01-14,25805.0,26155.0,24860.0,24890.0,24216.0
2021-01-15,25155.0,25155.0,24460.0,24725.0,20257.0
2021-01-18,24825.0,25780.0,24805.0,25140.0,19855.0
2021-01-19,25185.0,25390.0,24880.0,25025.0,8816.0
2021-01-20,25005.0,25090.0,24500.0,24910.0,7832.0
2021-01-21,24910.0,25185.0,24800.0,24870.0,6694.0
2021-01-22,24860.0,25045.0,24530.0,24565.0,8147.0
2021-01-25,24510.0,25300.0,24510.0,24930.0,10872.0
2021-01-26,25100.0,25770.0,24925.0,25555.0,17784.0
2021-01-27,25610.0,25645.0,25200.0,25275.0,8352.0
2021-01-28,25150.0,25535.0,25020.0,25190.0,8710.0
2021-01-29,25295.0,25620.0,25280.0,25570.0,8596.0
2021-02-01,25600.0,25970.0,25420.0,25685.0,6161.0
2021-02-02,25700.0,26040.0,25300.0,25380.0,11849.0
2021-02-03,25300.0,25555.0,25210.0,25315.0,7046.0
2021-02-04,25325.0,25485.0,25250.0,25445.0,4078.0
2021-02-05,25500.0,26175.0,25500.0,26170.0,8802.0
2021-02-08,26225.0,27400.0,26225.0,26900.0,13460.0
2021-02-09,26900.0,27110.0,26400.0,26845.0,6343.0
2021-02-10,26845.0,26870.0,26500.0,26705.0,4436.0
2021-02-18,27000.0,27100.0,26525.0,27000.0,5803.0
2021-02-19,27100.0,28390.0,27055.0,28330.0,16334.0
2021-02-22,28350.0,29430.0,28115.0,29380.0,15830.0
2021-02-23,29350.0,29380.0,28050.0,28980.0,16187.0
2021-02-24,29600.0,29805.0,28600.0,28900.0,10008.0
2021-02-25,29000.0,29140.0,28630.0,28915.0,7317.0
2021-02-26,28800.0,29325.0,28440.0,28970.0,8485.0
2021-03-01,29430.0,29435.0,28800.0,29185.0,5271.0
2021-03-02,29150.0,29250.0,28500.0,28750.0,6560.0
2021-03-03,28945.0,29000.0,28510.0,28785.0,3709.0
2021-03-04,28745.0,29115.0,28550.0,28845.0,3695.0
2021-03-05,28865.0,28880.0,27000.0,28400.0,8233.0
2021-03-08,28550.0,28900.0,28400.0,28545.0,3651.0
2021-03-09,28465.0,28615.0,27820.0,27900.0,4897.0
2021-03-10,27880.0,28300.0,27200.0,28050.0,9535.0
2021-03-11,28000.0,28755.0,27805.0,28595.0,5980.0
2021-03-12,28880.0,28885.0,28485.0,28750.0,3588.0
2021-03-15,28785.0,28995.0,28280.0,28405.0,4380.0
2021-03-16,28370.0,28695.0,28120.0,28450.0,2592.0
2021-03-17,28390.0,28760.0,28310.0,28610.0,2806.0
2021-03-18,28470.0,28630.0,28365.0,28470.0,2409.0
2021-03-19,28205.0,28600.0,28135.0,28505.0,2824.0
2021-03-22,28455.0,28470.0,27935.0,28250.0,3574.0
2021-03-23,28280.0,28325.0,27960.0,28135.0,1704.0
2021-03-24,28000.0,28190.0,27850.0,28000.0,1963.0
2021-03-25,27850.0,27980.0,27520.0,27520.0,3065.0
2021-03-26,27500.0,27570.0,27215.0,27215.0,3136.0
2021-03-29,27000.0,27030.0,26520.0,26555.0,5143.0
2021-03-30,26480.0,27230.0,26310.0,27030.0,4615.0
2021-03-31,26870.0,27130.0,26655.0,26985.0,3481.0
2021-04-01,27110.0,27995.0,26870.0,27940.0,6534.0
2021-04-02,27940.0,27940.0,27535.0,27660.0,3255.0
2021-04-06,27230.0,27495.0,27060.0,27120.0,2436.0
2021-04-07,27050.0,27120.0,26665.0,26810.0,3445.0
2021-04-08,26740.0,27320.0,26615.0,26920.0,2583.0
2021-04-09,26995.0,27070.0,26465.0,26610.0,3555.0
2021-04-12,26830.0,27345.0,26815.0,27095.0,4175.0
2021-04-13,27300.0,27640.0,27120.0,27605.0,3436.0
2021-04-14,27365.0,27700.0,27350.0,27425.0,2315.0
2021-04-15,27280.0,27495.0,27150.0,27190.0,2235.0
2021-04-16,27000.0,27150.0,26785.0,26920.0,3478.0
2021-04-19,26900.0,27245.0,26800.0,27180.0,2564.0
2021-04-20,27180.0,27480.0,27110.0,27110.0,1755.0
2021-04-21,26995.0,27180.0,26755.0,27170.0,1761.0
2021-04-22,27155.0,27330.0,27050.0,27195.0,1818.0
2021-04-23,27195.0,27990.0,27195.0,27720.0,6524.0
2021-04-26,27680.0,27680.0,27330.0,27370.0,3446.0
2021-04-27,27400.0,27440.0,26660.0,27035.0,2685.0
2021-04-28,26875.0,27355.0,26850.0,27250.0,2057.0
2021-04-29,27210.0,27385.0,27075.0,27320.0,1601.0
2021-04-30,27320.0,27480.0,27200.0,27290.0,1967.0
2021-05-06,27000.0,27160.0,26405.0,26700.0,5508.0
2021-05-07,26700.0,26945.0,26485.0,26900.0,2773.0
2021-05-10,26700.0,26750.0,24975.0,25005.0,10732.0
2021-05-11,24960.0,25180.0,24750.0,24950.0,5988.0
2021-05-12,25000.0,25500.0,25000.0,25255.0,5299.0
2021-05-13,25210.0,25250.0,24710.0,25020.0,4982.0
2021-05-14,25020.0,25130.0,24420.0,24970.0,6993.0
2021-05-17,24900.0,25000.0,24800.0,24940.0,2468.0
2021-05-18,24940.0,25090.0,24500.0,24585.0,5637.0
2021-05-19,24515.0,24515.0,23550.0,23550.0,9747.0
2021-05-20,23400.0,23870.0,23080.0,23565.0,7762.0
2021-05-21,23500.0,24200.0,23380.0,23890.0,7302.0
2021-05-24,23880.0,24050.0,23430.0,23940.0,5008.0
2021-05-25,24050.0,24300.0,23620.0,23895.0,5569.0
2021-05-26,23760.0,23760.0,23100.0,23120.0,7311.0
2021-05-27,23000.0,23000.0,22400.0,22445.0,9478.0
2021-05-28,22425.0,23395.0,22425.0,22485.0,6879.0
2021-05-31,22410.0,22695.0,22035.0,22245.0,8927.0
2021-06-01,22360.0,22520.0,22000.0,22025.0,7739.0
2021-06-02,21980.0,22190.0,21435.0,21525.0,10779.0
2021-06-03,21500.0,21500.0,20170.0,20640.0,21082.0
2021-06-04,20500.0,20500.0,19830.0,19870.0,20899.0
2021-06-07,19670.0,20355.0,19310.0,20025.0,28848.0
2021-06-08,20200.0,20395.0,19735.0,19770.0,17528.0
2021-06-09,19620.0,20670.0,19555.0,20215.0,33626.0
2021-06-10,20050.0,20440.0,19860.0,19935.0,16475.0
2021-06-11,19930.0,20150.0,19730.0,19795.0,12721.0
2021-06-15,19310.0,19495.0,18550.0,18810.0,23417.0
2021-06-16,18810.0,19270.0,18800.0,18970.0,18612.0
2021-06-17,18890.0,19150.0,18400.0,18465.0,22702.0
2021-06-18,18200.0,18415.0,17600.0,17600.0,30579.0
2021-06-21,17400.0,17490.0,16710.0,16735.0,39100.0
2021-06-22,16690.0,17280.0,16675.0,17040.0,45223.0
2021-06-23,17100.0,18165.0,17100.0,18160.0,52537.0
2021-06-24,18200.0,18350.0,17665.0,17840.0,43509.0
2021-06-25,17980.0,18940.0,17980.0,18925.0,46490.0
2021-06-28,19600.0,19800.0,18620.0,18925.0,54502.0
2021-06-29,18820.0,19285.0,18820.0,19240.0,28665.0
2021-06-30,19200.0,19480.0,19065.0,19370.0,24653.0
2021-07-01,19480.0,19615.0,18730.0,18890.0,34774.0
2021-07-02,18980.0,18980.0,18435.0,18580.0,29355.0
2021-07-05,18800.0,19105.0,18620.0,18745.0,24291.0
2021-07-06,18800.0,19045.0,18740.0,18985.0,15725.0
2021-07-07,18900.0,19100.0,18340.0,18625.0,24967.0
2021-07-08,18700.0,18950.0,18510.0,18865.0,17375.0
2021-07-09,19000.0,19200.0,18850.0,19165.0,13633.0
2021-07-12,19000.0,19000.0,18730.0,18760.0,16953.0
2021-07-13,18760.0,18825.0,18210.0,18270.0,20575.0
2021-07-14,18260.0,18385.0,17905.0,18210.0,23843.0
2021-07-15,18080.0,18275.0,17955.0,18120.0,13268.0
2021-07-16,18125.0,18480.0,18075.0,18400.0,12550.0
2021-07-19,18500.0,18895.0,18450.0,18785.0,16763.0
2021-07-20,18750.0,19070.0,18700.0,18840.0,16878.0
2021-07-21,18950.0,19050.0,18600.0,18740.0,12822.0
2021-07-22,18700.0,18700.0,18375.0,18375.0,11220.0
2021-07-23,18300.0,18485.0,18050.0,18295.0,13679.0
2021-07-26,18500.0,18600.0,18200.0,18460.0,13812.0
2021-07-27,18385.0,18520.0,18310.0,18390.0,7748.0
2021-07-28,18520.0,18520.0,18335.0,18430.0,5817.0
2021-07-29,18500.0,18750.0,18445.0,18600.0,10964.0
2021-07-30,18645.0,18900.0,18645.0,18765.0,11740.0
2021-08-02,18585.0,18600.0,17855.0,18160.0,14252.0
2021-08-03,18050.0,18255.0,17705.0,17785.0,16705.0
2021-08-04,17785.0,18030.0,17435.0,17440.0,18174.0
2021-08-05,17400.0,17520.0,17215.0,17400.0,12444.0
2021-08-06,17260.0,17600.0,17260.0,17550.0,11942.0
2021-08-09,17700.0,17930.0,17325.0,17365.0,10498.0
2021-08-10,17320.0,17450.0,17005.0,17025.0,11634.0
2021-08-11,16990.0,17150.0,16830.0,17085.0,11446.0
2021-08-12,17000.0,17195.0,16870.0,17055.0,11215.0
2021-08-13,17000.0,17080.0,16680.0,16720.0,10536.0
2021-08-16,16800.0,16880.0,16140.0,16160.0,14652.0
2021-08-17,16160.0,16260.0,15955.0,16075.0,12037.0
2021-08-18,16035.0,16225.0,15965.0,15995.0,7158.0
2021-08-19,17600.0,17600.0,17260.0,17360.0,16224.0
2021-08-20,17370.0,17945.0,17310.0,17775.0,21655.0
2021-08-23,17500.0,17580.0,16955.0,17000.0,23213.0
2021-08-24,17000.0,17055.0,16740.0,16895.0,20776.0
2021-08-25,16895.0,17065.0,16800.0,16985.0,18470.0
2021-08-26,16940.0,17250.0,16940.0,17140.0,16540.0
2021-08-27,17150.0,17250.0,17005.0,17175.0,11253.0
2021-08-30,17080.0,17080.0,16415.0,16430.0,24239.0
2021-08-31,16645.0,16940.0,16620.0,16760.0,21123.0
2021-09-01,16800.0,16900.0,16300.0,16565.0,24091.0
2021-09-02,16540.0,16675.0,16040.0,16085.0,22475.0
2021-09-03,16045.0,16300.0,15880.0,16090.0,28409.0
2021-09-06,16050.0,16180.0,15770.0,15965.0,18856.0
2021-09-07,16040.0,16160.0,15850.0,15910.0,14975.0
2021-09-08,15900.0,15980.0,15575.0,15585.0,17573.0
2021-09-09,15500.0,15500.0,14955.0,14995.0,29225.0
2021-09-10,14875.0,15245.0,14765.0,15070.0,35404.0
2021-09-13,15055.0,15055.0,14550.0,14575.0,33234.0
2021-09-14,14640.0,14695.0,14365.0,14385.0,31162.0
2021-09-15,14335.0,14480.0,14105.0,14110.0,28111.0
2021-09-16,14145.0,14845.0,13760.0,14580.0,74558.0
2021-09-17,14545.0,14750.0,14135.0,14175.0,46989.0
2021-09-22,13900.0,14060.0,13530.0,13685.0,34169.0
2021-09-23,13675.0,13870.0,13450.0,13600.0,41480.0
2021-09-24,13500.0,13785.0,13365.0,13670.0,43102.0
2021-09-27,13580.0,14400.0,13540.0,14360.0,57405.0
2021-09-28,14380.0,14565.0,13900.0,13920.0,48486.0
2021-09-29,13920.0,14100.0,13660.0,13870.0,40181.0
2021-09-30,13810.0,14125.0,13725.0,13880.0,33212.0
2021-10-08,14005.0,14335.0,13920.0,14225.0,38822.0
2021-10-11,14500.0,15285.0,14375.0,15285.0,58764.0
2021-10-12,15500.0,15780.0,15030.0,15290.0,69982.0
2021-10-13,15600.0,15970.0,14845.0,15410.0,72731.0
2021-10-14,15400.0,15480.0,14680.0,14685.0,48572.0
2021-10-15,14700.0,15230.0,14685.0,15175.0,44197.0
2021-10-18,15990.0,16220.0,15590.0,15845.0,50306.0
2021-10-19,15835.0,16455.0,15600.0,16375.0,50320.0
2021-10-20,16350.0,16600.0,15695.0,16225.0,45295.0
2021-10-21,16150.0,16480.0,15700.0,15815.0,49304.0
2021-10-22,15820.0,16350.0,15820.0,16325.0,43887.0
2021-10-25,17460.0,17470.0,16860.0,17185.0,69415.0
2021-10-26,17015.0,17330.0,16800.0,17320.0,37390.0
2021-10-27,17320.0,17620.0,17010.0,17495.0,43558.0
2021-10-28,17495.0,17670.0,16895.0,17385.0,51569.0
2021-10-29,17405.0,17530.0,16675.0,16705.0,51114.0
2021-11-01,16880.0,16885.0,15850.0,15885.0,47734.0
2021-11-02,15880.0,16320.0,15610.0,16205.0,50577.0
2021-11-03,16200.0,16450.0,16100.0,16245.0,36497.0
2021-11-04,16315.0,16750.0,16010.0,16705.0,40277.0
2021-11-05,16715.0,16830.0,16410.0,16675.0,37604.0
2021-11-08,16760.0,17020.0,16165.0,16245.0,39676.0
2021-11-09,16300.0,16385.0,15910.0,16155.0,34026.0
2021-11-10,16150.0,16320.0,15940.0,16200.0,26583.0
2021-11-11,16230.0,16230.0,15900.0,15915.0,24250.0
2021-11-12,15860.0,16255.0,15760.0,16250.0,30026.0
2021-11-15,16500.0,16830.0,16440.0,16725.0,31345.0
2021-11-16,16730.0,16850.0,16240.0,16280.0,30581.0
2021-11-17,16205.0,16300.0,16050.0,16095.0,21230.0
2021-11-18,16085.0,16300.0,16030.0,16240.0,18355.0
2021-11-19,16240.0,16490.0,16205.0,16490.0,17521.0
2021-11-22,16600.0,16625.0,16155.0,16200.0,23242.0
2021-11-23,16220.0,16450.0,16205.0,16315.0,17576.0
2021-11-24,16390.0,16570.0,16360.0,16560.0,18666.0
2021-11-25,16605.0,16850.0,16560.0,16820.0,22494.0
2021-11-26,16825.0,16950.0,16580.0,16725.0,20809.0
2021-11-29,16400.0,16400.0,16050.0,16080.0,28993.0
2021-11-30,16000.0,16255.0,15890.0,16105.0,18912.0
2021-12-01,16195.0,16320.0,16105.0,16215.0,12229.0
2021-12-02,16190.0,16190.0,15650.0,15685.0,21062.0
2021-12-03,15695.0,15840.0,15390.0,15455.0,19387.0
2021-12-06,15440.0,15590.0,15115.0,15220.0,21534.0
2021-12-07,15195.0,15340.0,14895.0,14965.0,18745.0
2021-12-08,14965.0,15040.0,14560.0,14680.0,18608.0
2021-12-09,14680.0,14960.0,14565.0,14775.0,17800.0
2021-12-10,14775.0,14950.0,14585.0,14870.0,17536.0
2021-12-13,14090.0,14475.0,13925.0,14410.0,23575.0
2021-12-14,14350.0,14550.0,14190.0,14260.0,20307.0
2021-12-15,14300.0,14420.0,14225.0,14300.0,14225.0
2021-12-16,14395.0,14450.0,14300.0,14350.0,12449.0
2021-12-17,14340.0,14480.0,14015.0,14190.0,21390.0
2021-12-20,14150.0,14215.0,14045.0,14045.0,14486.0
2021-12-21,14000.0,14320.0,13920.0,14220.0,16932.0
2021-12-22,14250.0,14300.0,14050.0,14075.0,11639.0
2021-12-23,14100.0,14520.0,14070.0,14500.0,24112.0
2021-12-24,14550.0,14760.0,14440.0,14580.0,24574.0
2021-12-27,14620.0,14860.0,14460.0,14490.0,22492.0
2021-12-28,14550.0,14675.0,14350.0,14605.0,20389.0
2021-12-29,14650.0,14660.0,14495.0,14535.0,9845.0
2021-12-30,14535.0,14600.0,14380.0,14445.0,15559.0
2021-12-31,14450.0,14555.0,14350.0,14450.0,12474.0
2022-01-04,14320.0,14425.0,14140.0,14165.0,18689.0
2022-01-05,14165.0,14360.0,14120.0,14245.0,18262.0
2022-01-06,14250.0,14310.0,14050.0,14075.0,16827.0
2022-01-07,14150.0,14180.0,13850.0,13915.0,18113.0
2022-01-10,13670.0,13785.0,13400.0,13510.0,28893.0
2022-01-11,13480.0,13740.0,13425.0,13665.0,20745.0
2022-01-12,13690.0,13900.0,13680.0,13755.0,21571.0
2022-01-13,13760.0,13845.0,13660.0,13710.0,14680.0
2022-01-14,13660.0,13870.0,13580.0,13760.0,14417.0
2022-01-17,13785.0,13975.0,13735.0,13790.0,16885.0
2022-01-18,13790.0,13955.0,13790.0,13890.0,14932.0
2022-01-19,13910.0,14045.0,13760.0,13785.0,14920.0
2022-01-20,13885.0,13935.0,13775.0,13830.0,12422.0
2022-01-21,13920.0,13965.0,13810.0,13850.0,12686.0
2022-01-24,13750.0,13750.0,13500.0,13505.0,21981.0
2022-01-25,13515.0,13600.0,13460.0,13535.0,13054.0
